TagNO,Description,Trip Level,High/Low,Date,Time
EDMO6782,East Deck Motor A Coolant Level,L,0,04-01-2023,10:17:31
LDSD6635,Lower Deck Smoke Detector,HH,1,04-01-2023,10:17:33
EDSD6637,East Deck Smoke Detector,HH,1,04-01-2023,10:17:36
EDMO6782,East Deck Motor A Coolant Level,LL,0,04-01-2023,10:17:40
EDFD6536,East Deck Fire Detector ,HH,0,04-01-2023,10:17:41
LDHV4563,Lower Deck HVAC B,H,1,04-01-2023,10:17:42
EDMO6783,East Deck Motor B Coolant Level,LL,1,04-01-2023,10:19:12
EDHV4564,East Deck HVAC A,H,0,04-01-2023,10:19:13
EDHV4565,East Deck HVAC B,H,1,04-01-2023,10:19:14
EDSD6636,East Deck Smoke Detector,HH,1,04-01-2023,10:19:15
EDMO6783,East Deck Motor B Coolant Level,H,1,04-01-2023,10:24:38
EDMO6783,East Deck Motor B Coolant Level,HH,1,04-01-2023,10:24:39
EDMO6783,East Deck Motor B Coolant Level,L,1,04-01-2023,10:24:40
EDHV4564,East Deck HVAC A,H,1,04-01-2023,10:24:44
EDMO6783,East Deck Motor B Coolant Level,LL,1,04-01-2023,10:30:39
EDMO6782,East Deck Motor A Coolant Level,L,1,04-01-2023,10:30:41
EDSD6636,East Deck Smoke Detector,HH,0,04-01-2023,10:30:46
EDSD6637,East Deck Smoke Detector,HH,1,04-01-2023,10:30:51
LDSD6634,Lower Deck Smoke Detector,HH,0,04-01-2023,10:30:53
LDHV4562,Lower Deck HVAC A,H,0,04-01-2023,10:30:54
EDMO6782,East Deck Motor A Coolant Level,L,1,04-01-2023,10:30:59
LDFD6535,Lower Deck Fire Detector ,HH,1,04-01-2023,10:31:03
LDSD6634,Lower Deck Smoke Detector,HH,0,04-01-2023,10:31:04
EDMO6783,East Deck Motor B Coolant Level,HH,1,04-01-2023,10:31:05
EDMO6782,East Deck Motor A Coolant Level,H,1,04-01-2023,10:31:08
EDFD6536,East Deck Fire Detector ,HH,1,04-01-2023,10:31:11
LDSD6634,Lower Deck Smoke Detector,HH,1,04-01-2023,10:31:13
EDMO6782,East Deck Motor A Coolant Level,H,1,04-01-2023,10:31:17
EDHV4565,East Deck HVAC B,H,0,04-01-2023,10:31:18
EDFP2234,East Deck Fuel Pump A Pressure,HH,1,04-01-2023,10:50:51
