TagNO,Description,Trip Level,High/Low,Date,Time
LDPT2000,Lower Deck Pressure Transmitter Valve1,LL,0,08-02-2023,13:30:38
EDSD1000,East Deck Smoke Detector 1,HH,0,08-02-2023,13:30:38
EDSD1001,East Deck Smoke Detector 2,HH,1,08-02-2023,13:30:39
EDSD1002,East Deck Smoke Detector 3,HH,1,08-02-2023,13:30:39
EDSD1003,East Deck Smoke Detector 4,HH,0,08-02-2023,13:30:39
EDSD1004,East Deck Smoke Detector 5,HH,1,08-02-2023,13:30:39
EDSD1005,East Deck Smoke Detector 6,HH,0,08-02-2023,13:30:39
EDSD1006,East Deck Smoke Detector 7,HH,0,08-02-2023,13:30:39
EDSD1007,East Deck Smoke Detector 8,HH,1,08-02-2023,13:30:39
EDSD1009,East Deck Smoke Detector 10,HH,0,08-02-2023,13:30:40
LDTT2000,Lower Deck Temperature Sensor Valve1,H,1,08-02-2023,13:30:40
EDSD1008,East Deck Smoke Detector 9,HH,0,08-02-2023,13:30:39
EDFD2000,East Deck Heat Detector 1,HH,1,08-02-2023,13:30:40
EDHV3000,East Deck HVAC System 1,HH,0,08-02-2023,13:30:41
EDFD2002,East Deck Heat Detector 3,HH,1,08-02-2023,13:30:41
EDFD2001,East Deck Heat Detector 2,HH,0,08-02-2023,13:30:40
EDHV3001,East Deck HVAC System 2,HH,0,08-02-2023,13:30:41
LDPT2001,Lower Deck Pressure Transmitetr Valve2,H,1,08-02-2023,13:30:43
LDTT2001,Lower Deck Temperature Sensor Valve2,L,0,08-02-2023,13:30:45
LDPT2002,Lower Deck Pressure Transmitter Valve3,L,0,08-02-2023,13:30:50
LDTT2002,Lower Deck Temperature Sensor Valve3,H,0,08-02-2023,13:30:52
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,08-02-2023,13:30:53
LDTT2003,Lower Deck Temperature Sensor Valve4,H,1,08-02-2023,13:30:57
LDPT1000,Lower Deck Pressure Transmitter Vessel1,H,0,08-02-2023,13:30:59
LDLT1000,Lower Deck Level Transmitter Vessel1,LL,0,08-02-2023,13:31:04
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,1,08-02-2023,13:31:05
LDPT1001,Lower Deck Pressure Transmitter Vessel2,L,0,08-02-2023,13:31:08
LDLT1001,Lower Deck Level Transmitter Vessel2,HH,1,08-02-2023,13:31:12
LDTT1001,Lower Deck Temperature sensor Vessel2,H,1,08-02-2023,13:31:16
LDPT3000,Lower Deck Pressure Transmitter Pump1,L,0,08-02-2023,13:31:19
LDTT3000,Lower Deck Temperature Sensor Pump1,H,1,08-02-2023,13:31:20
EDSD1000,East Deck Smoke Detector 1,HH,1,08-02-2023,14:58:18
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,08-02-2023,14:58:18
EDSD1001,East Deck Smoke Detector 2,HH,1,08-02-2023,14:58:18
EDSD1002,East Deck Smoke Detector 3,HH,1,08-02-2023,14:58:18
EDSD1003,East Deck Smoke Detector 4,HH,1,08-02-2023,14:58:18
EDSD1004,East Deck Smoke Detector 5,HH,1,08-02-2023,14:58:18
EDSD1005,East Deck Smoke Detector 6,HH,0,08-02-2023,14:58:18
EDSD1006,East Deck Smoke Detector 7,HH,0,08-02-2023,14:58:18
EDSD1007,East Deck Smoke Detector 8,HH,0,08-02-2023,14:58:19
EDSD1008,East Deck Smoke Detector 9,HH,1,08-02-2023,14:58:19
EDSD1009,East Deck Smoke Detector 10,HH,1,08-02-2023,14:58:19
EDFD2000,East Deck Heat Detector 1,HH,1,08-02-2023,14:58:19
EDFD2001,East Deck Heat Detector 2,HH,0,08-02-2023,14:58:19
EDFD2002,East Deck Heat Detector 3,HH,0,08-02-2023,14:58:19
EDHV3000,East Deck HVAC System 1,HH,1,08-02-2023,14:58:19
EDHV3001,East Deck HVAC System 2,HH,0,08-02-2023,14:58:19
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,08-02-2023,14:58:22
LDPT2001,Lower Deck Pressure Transmitetr Valve2,L,0,08-02-2023,14:58:27
LDTT2001,Lower Deck Temperature Sensor Valve2,H,0,08-02-2023,14:58:31
LDPT2002,Lower Deck Pressure Transmitter Valve3,L,1,08-02-2023,14:58:33
LDTT2002,Lower Deck Temperature Sensor Valve3,LL,0,08-02-2023,14:58:35
LDPT2003,Lower Deck Pressure Transmitter Valve4,L,1,08-02-2023,14:58:38
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,1,08-02-2023,14:58:40
LDPT1000,Lower Deck Pressure Transmitter Vessel1,LL,0,08-02-2023,14:58:41
LDLT1000,Lower Deck Level Transmitter Vessel1,L,1,08-02-2023,14:58:43
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,0,08-02-2023,14:58:46
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,0,08-02-2023,14:58:49
LDLT1001,Lower Deck Level Transmitter Vessel2,H,1,08-02-2023,14:58:54
LDTT1001,Lower Deck Temperature sensor Vessel2,L,1,08-02-2023,14:58:55
