TagNO,Description,Trip Level,High/Low,Date,Time
LDFD6535,Lower Deck Fire Detector ,HH,0,03-01-2023,10:42:04
EDMO6782,East Deck Motor A Coolant Level,LL,1,03-01-2023,10:42:05
EDHV4564,East Deck HVAC A,H,1,03-01-2023,10:42:06
EDHV4564,East Deck HVAC A,H,1,03-01-2023,10:42:07
EDFD6537,East Deck Fire Detector ,HH,0,03-01-2023,10:42:12
LDHV4563,Lower Deck HVAC B,H,1,03-01-2023,10:42:16
EDMO6783,East Deck Motor B Coolant Level,L,0,03-01-2023,10:42:20
LDHV4562,Lower Deck HVAC A,H,0,03-01-2023,10:42:21
EDMO6782,East Deck Motor A Coolant Level,H,0,03-01-2023,10:42:22
EDMO6783,East Deck Motor B Coolant Level,HH,0,03-01-2023,10:42:27
EDMO6782,East Deck Motor A Coolant Level,H,1,03-01-2023,10:47:31
EDHV4564,East Deck HVAC A,H,1,03-01-2023,10:47:34
LDFD6535,Lower Deck Fire Detector ,HH,1,03-01-2023,10:47:36
EDMO6782,East Deck Motor A Coolant Level,LL,1,03-01-2023,10:47:38
EDMO6783,East Deck Motor B Coolant Level,LL,0,03-01-2023,10:47:39
EDHV4564,East Deck HVAC A,H,0,03-01-2023,10:47:41
LDFD6535,Lower Deck Fire Detector ,HH,1,03-01-2023,10:47:46
EDHV4565,East Deck HVAC B,H,1,03-01-2023,10:47:48
EDHV4565,East Deck HVAC B,H,0,03-01-2023,10:48:58
EDMO6783,East Deck Motor B Coolant Level,H,0,03-01-2023,10:49:03
EDMO6783,East Deck Motor B Coolant Level,HH,1,03-01-2023,10:49:07
LDSD6635,Lower Deck Smoke Detector,HH,1,03-01-2023,10:49:52
EDHV4565,East Deck HVAC B,H,1,03-01-2023,10:49:57
EDMO6782,East Deck Motor A Coolant Level,L,0,03-01-2023,10:50:01
EDFD6537,East Deck Fire Detector ,HH,1,03-01-2023,10:52:17
EDMO6783,East Deck Motor B Coolant Level,LL,0,03-01-2023,10:52:22
EDFD6536,East Deck Fire Detector ,HH,0,03-01-2023,10:52:26
LDHV4563,Lower Deck HVAC B,H,1,03-01-2023,10:53:00
EDMO6783,East Deck Motor B Coolant Level,HH,1,03-01-2023,10:53:01
EDHV4564,East Deck HVAC A,H,1,03-01-2023,11:44:42
EDMO6783,East Deck Motor B Coolant Level,LL,0,03-01-2023,11:44:46
EDMO6783,East Deck Motor B Coolant Level,H,1,03-01-2023,11:44:49
LDHV4563,Lower Deck HVAC B,H,0,03-01-2023,11:44:50
EDHV4565,East Deck HVAC B,H,0,03-01-2023,11:46:13
EDMO6783,East Deck Motor B Coolant Level,L,0,03-01-2023,11:46:18
LDHV4562,Lower Deck HVAC A,H,0,03-01-2023,11:46:19
EDMO6782,East Deck Motor A Coolant Level,H,0,03-01-2023,11:47:18
EDFD6537,East Deck Fire Detector ,HH,0,03-01-2023,11:47:19
EDMO6782,East Deck Motor A Coolant Level,LL,1,03-01-2023,11:47:23
LDHV4562,Lower Deck HVAC A,H,0,03-01-2023,11:47:24
EDFD6537,East Deck Fire Detector ,HH,1,03-01-2023,11:50:30
LDFD6535,Lower Deck Fire Detector ,HH,1,03-01-2023,11:51:01
EDSD6637,East Deck Smoke Detector,HH,0,03-01-2023,11:51:02
EDMO6783,East Deck Motor B Coolant Level,LL,0,03-01-2023,11:51:19
LDSD6634,Lower Deck Smoke Detector,HH,1,03-01-2023,11:51:20
EDMO6782,East Deck Motor A Coolant Level,L,0,03-01-2023,11:52:04
LDFD6535,Lower Deck Fire Detector ,HH,0,03-01-2023,11:52:09
EDMO6783,East Deck Motor B Coolant Level,LL,0,03-01-2023,11:52:10
LDFD6535,Lower Deck Fire Detector ,HH,1,03-01-2023,11:52:15
LDSD6635,Lower Deck Smoke Detector,HH,0,03-01-2023,12:32:54
EDMO6782,East Deck Motor A Coolant Level,L,0,03-01-2023,12:32:59
LDSD6635,Lower Deck Smoke Detector,HH,0,03-01-2023,12:33:00
EDMO6783,East Deck Motor B Coolant Level,L,1,03-01-2023,12:33:03
EDMO6783,East Deck Motor B Coolant Level,L,1,03-01-2023,12:39:16
EDHV4564,East Deck HVAC A,H,1,03-01-2023,12:39:17
LDFD6535,Lower Deck Fire Detector ,HH,0,03-01-2023,12:39:18
EDMO6782,East Deck Motor A Coolant Level,HH,0,03-01-2023,12:46:23
EDMO6783,East Deck Motor B Coolant Level,LL,0,03-01-2023,12:46:26
EDMO6783,East Deck Motor B Coolant Level,H,0,03-01-2023,12:47:19
EDFD6536,East Deck Fire Detector ,HH,0,03-01-2023,12:47:24
LDFD6535,Lower Deck Fire Detector ,HH,0,03-01-2023,12:47:29
LDSD6635,Lower Deck Smoke Detector,HH,0,03-01-2023,12:47:30
EDFD6536,East Deck Fire Detector ,HH,1,03-01-2023,13:06:26
EDMO6782,East Deck Motor A Coolant Level,L,0,03-01-2023,13:06:31
