TagNO,Description,Trip Level,High/Low,Date,Time
EDSD1000,East Deck Smoke Detector 1,HH,1,05-02-2023,10:59:43
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,05-02-2023,10:59:43
EDSD1001,East Deck Smoke Detector 2,HH,1,05-02-2023,10:59:44
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,05-02-2023,10:59:48
EDSD1002,East Deck Smoke Detector 3,HH,1,05-02-2023,10:59:49
LDPT2001,Lower Deck Pressure Transmitetr Valve2,HH,0,05-02-2023,10:59:52
EDSD1003,East Deck Smoke Detector 4,HH,0,05-02-2023,10:59:53
EDSD1004,East Deck Smoke Detector 5,HH,0,05-02-2023,10:59:54
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,05-02-2023,10:59:55
EDSD1005,East Deck Smoke Detector 6,HH,1,05-02-2023,10:59:55
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,1,05-02-2023,10:59:56
EDSD1006,East Deck Smoke Detector 7,HH,0,05-02-2023,11:00:00
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,05-02-2023,11:00:00
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,05-02-2023,11:00:01
EDSD1007,East Deck Smoke Detector 8,HH,0,05-02-2023,11:00:01
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,0,05-02-2023,11:00:06
EDSD1008,East Deck Smoke Detector 9,HH,1,05-02-2023,11:00:06
EDSD1009,East Deck Smoke Detector 10,HH,1,05-02-2023,11:00:07
EDFD2000,East Deck Heat Detector 1,HH,0,05-02-2023,11:00:08
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,1,05-02-2023,11:00:11
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,0,05-02-2023,11:00:13
EDFD2001,East Deck Heat Detector 2,HH,1,05-02-2023,11:00:13
EDFD2002,East Deck Heat Detector 3,HH,0,05-02-2023,11:00:15
