TagNO,Description,Trip Level,High/Low,Date,Time
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,27-03-2023,09:17:19
EDSD1001,East Deck Smoke Detector 2,HH,1,27-03-2023,09:17:19
EDSD1000,East Deck Smoke Detector 1,HH,0,27-03-2023,09:17:19
EDSD1002,East Deck Smoke Detector 3,HH,1,27-03-2023,09:17:19
EDSD1005,East Deck Smoke Detector 6,HH,0,27-03-2023,09:17:19
EDSD1003,East Deck Smoke Detector 4,HH,1,27-03-2023,09:17:19
EDSD1004,East Deck Smoke Detector 5,HH,0,27-03-2023,09:17:19
EDSD1006,East Deck Smoke Detector 7,HH,0,27-03-2023,09:17:20
EDSD1008,East Deck Smoke Detector 9,HH,1,27-03-2023,09:17:20
EDSD1007,East Deck Smoke Detector 8,HH,1,27-03-2023,09:17:20
EDFD2000,East Deck Heat Detector 1,HH,0,27-03-2023,09:17:20
EDSD1009,East Deck Smoke Detector 10,HH,1,27-03-2023,09:17:20
EDFD2001,East Deck Heat Detector 2,HH,0,27-03-2023,09:17:20
EDFD2002,East Deck Heat Detector 3,HH,1,27-03-2023,09:17:20
EDHV3000,East Deck HVAC System 1,HH,0,27-03-2023,09:17:21
EDHV3001,East Deck HVAC System 2,HH,0,27-03-2023,09:17:21
LDTT2000,Lower Deck Temperature Sensor Valve1,L,0,27-03-2023,09:17:24
LDPT2001,Lower Deck Pressure Transmitetr Valve2,HH,1,27-03-2023,09:17:25
LDTT2001,Lower Deck Temperature Sensor Valve2,LL,1,27-03-2023,09:17:26
LDPT2002,Lower Deck Pressure Transmitter Valve3,LL,0,27-03-2023,09:17:28
LDTT2002,Lower Deck Temperature Sensor Valve3,LL,1,27-03-2023,09:17:32
LDPT2003,Lower Deck Pressure Transmitter Valve4,L,1,27-03-2023,09:17:36
LDTT2003,Lower Deck Temperature Sensor Valve4,H,1,27-03-2023,09:17:39
LDPT1000,Lower Deck Pressure Transmitter Vessel1,L,0,27-03-2023,09:17:40
LDLT1000,Lower Deck Level Transmitter Vessel1,L,1,27-03-2023,09:17:45
LDTT1000,Lower Deck Temperature Sensor Vessel1,L,0,27-03-2023,09:17:48
LDPT1001,Lower Deck Pressure Transmitter Vessel2,L,1,27-03-2023,09:17:50
LDLT1001,Lower Deck Level Transmitter Vessel2,H,0,27-03-2023,09:17:55
LDTT1001,Lower Deck Temperature sensor Vessel2,HH,0,27-03-2023,09:17:56
LDPT3000,Lower Deck Pressure Transmitter Pump1,LL,1,27-03-2023,09:17:57
LDTT3000,Lower Deck Temperature Sensor Pump1,L,0,27-03-2023,09:18:01
EDSD1001,East Deck Smoke Detector 2,HH,1,27-03-2023,09:28:14
EDSD1002,East Deck Smoke Detector 3,HH,0,27-03-2023,09:28:14
,09:28:14
EDSD1000,East Deck Smoke Detector 1,HH,1,27-03-2023,09:28:14
EDSD1004,East Deck Smoke Detector 5,HH,1,27-03-2023,09:28:14
EDSD1005,East Deck Smoke Detector 6,HH,1,27-03-2023,09:28:14
EDSD1003,East Deck Smoke Detector 4,HH,0,27-03-2023,09:28:14
EDSD1006,East Deck Smoke Detector 7,HH,1,27-03-2023,09:28:15
EDSD1007,East Deck Smoke Detector 8,HH,0,27-03-2023,09:28:15
EDSD1008,East Deck Smoke Detector 9,HH,1,27-03-2023,09:28:15
EDFD2000,East Deck Heat Detector 1,HH,0,27-03-2023,09:28:16
EDSD1009,East Deck Smoke Detector 10,HH,0,27-03-2023,09:28:15
LDTT2000,Lower Deck Temperature Sensor Valve1,LL,0,27-03-2023,09:28:16
EDFD2002,East Deck Heat Detector 3,HH,1,27-03-2023,09:28:17
EDHV3000,East Deck HVAC System 1,HH,0,27-03-2023,09:28:17
EDHV3001,East Deck HVAC System 2,HH,0,27-03-2023,09:28:17
LDPT2001,Lower Deck Pressure Transmitetr Valve2,LL,1,27-03-2023,09:28:21
LDTT2001,Lower Deck Temperature Sensor Valve2,L,1,27-03-2023,09:28:23
LDPT2002,Lower Deck Pressure Transmitter Valve3,L,0,27-03-2023,09:28:27
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,27-03-2023,09:28:32
LDPT2003,Lower Deck Pressure Transmitter Valve4,H,1,27-03-2023,09:28:34
LDTT2003,Lower Deck Temperature Sensor Valve4,L,1,27-03-2023,09:28:37
LDPT1000,Lower Deck Pressure Transmitter Vessel1,LL,0,27-03-2023,09:28:42
LDLT1000,Lower Deck Level Transmitter Vessel1,LL,1,27-03-2023,09:28:44
LDTT1000,Lower Deck Temperature Sensor Vessel1,H,0,27-03-2023,09:28:46
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,0,27-03-2023,09:28:51
LDLT1001,Lower Deck Level Transmitter Vessel2,L,0,27-03-2023,09:28:52
LDTT1001,Lower Deck Temperature sensor Vessel2,LL,1,27-03-2023,09:28:53
LDPT3000,Lower Deck Pressure Transmitter Pump1,H,0,27-03-2023,09:28:57
LDTT3000,Lower Deck Temperature Sensor Pump1,H,0,27-03-2023,09:29:02
