TagNO,Description,Trip Level,High/Low,Date,Time
LDPT2000,Lower Deck Pressure Transmitter Valve1,L,0,07-03-2023,16:11:59
EDSD1000,East Deck Smoke Detector 1,HH,1,07-03-2023,16:11:59
EDSD1001,East Deck Smoke Detector 2,HH,1,07-03-2023,16:11:59
EDSD1002,East Deck Smoke Detector 3,HH,1,07-03-2023,16:11:59
EDSD1004,East Deck Smoke Detector 5,HH,1,07-03-2023,16:11:59
EDSD1003,East Deck Smoke Detector 4,HH,0,07-03-2023,16:11:59
EDSD1005,East Deck Smoke Detector 6,HH,0,07-03-2023,16:11:59
EDSD1006,East Deck Smoke Detector 7,HH,0,07-03-2023,16:12:00
EDSD1009,East Deck Smoke Detector 10,HH,0,07-03-2023,16:12:00
EDSD1007,East Deck Smoke Detector 8,HH,1,07-03-2023,16:12:00
EDSD1008,East Deck Smoke Detector 9,HH,0,07-03-2023,16:12:00
EDFD2001,East Deck Heat Detector 2,HH,0,07-03-2023,16:12:00
EDFD2000,East Deck Heat Detector 1,HH,0,07-03-2023,16:12:00
EDFD2002,East Deck Heat Detector 3,HH,0,07-03-2023,16:12:01
EDHV3000,East Deck HVAC System 1,HH,1,07-03-2023,16:12:01
EDHV3001,East Deck HVAC System 2,HH,1,07-03-2023,16:12:01
LDTT2000,Lower Deck Temperature Sensor Valve1,L,0,07-03-2023,16:12:04
LDPT2001,Lower Deck Pressure Transmitetr Valve2,H,1,07-03-2023,16:12:05
LDTT2001,Lower Deck Temperature Sensor Valve2,LL,0,07-03-2023,16:12:07
LDPT2002,Lower Deck Pressure Transmitter Valve3,L,1,07-03-2023,16:12:11
LDTT2002,Lower Deck Temperature Sensor Valve3,LL,0,07-03-2023,16:12:16
LDPT2003,Lower Deck Pressure Transmitter Valve4,H,1,07-03-2023,16:12:21
LDTT2003,Lower Deck Temperature Sensor Valve4,LL,1,07-03-2023,16:12:23
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,1,07-03-2023,16:12:25
LDLT1000,Lower Deck Level Transmitter Vessel1,LL,0,07-03-2023,16:12:28
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,0,07-03-2023,16:12:33
LDPT1001,Lower Deck Pressure Transmitter Vessel2,LL,1,07-03-2023,16:12:35
LDLT1001,Lower Deck Level Transmitter Vessel2,L,1,07-03-2023,16:12:37
LDTT1001,Lower Deck Temperature sensor Vessel2,H,1,07-03-2023,16:12:40
LDPT3000,Lower Deck Pressure Transmitter Pump1,H,0,07-03-2023,16:12:41
LDTT3000,Lower Deck Temperature Sensor Pump1,L,0,07-03-2023,16:12:43
