TagNO,Description,Trip Level,High/Low,Date,Time
LDFD6535,Lower Deck Fire Detector ,HH,1,12-01-2023,10:01:57
EDSD6636,East Deck Smoke Detector,HH,1,12-01-2023,10:01:58
LDHV4563,Lower Deck HVAC B,H,1,12-01-2023,10:02:02
EDFD6537,East Deck Fire Detector ,HH,0,12-01-2023,10:02:05
LDFD6535,Lower Deck Fire Detector ,HH,1,12-01-2023,10:02:08
LDHV4562,Lower Deck HVAC A,H,1,12-01-2023,10:02:13
EDMO6783,East Deck Motor B Coolant Level,L,1,12-01-2023,10:02:15
EDHV4565,East Deck HVAC B,H,1,12-01-2023,10:02:18
EDMO6782,East Deck Motor A Coolant Level,LL,0,12-01-2023,10:02:22
LDHV4562,Lower Deck HVAC A,H,0,12-01-2023,10:02:26
LDSD6635,Lower Deck Smoke Detector,HH,0,12-01-2023,10:02:29
LDSD6635,Lower Deck Smoke Detector,HH,1,12-01-2023,10:02:48
LDFD6535,Lower Deck Fire Detector ,HH,1,12-01-2023,10:02:49
EDMO6783,East Deck Motor B Coolant Level,LL,1,12-01-2023,10:04:16
EDMO6783,East Deck Motor B Coolant Level,LL,0,12-01-2023,10:04:18
EDMO6783,East Deck Motor B Coolant Level,LL,0,12-01-2023,10:04:21
LDFD6535,Lower Deck Fire Detector ,HH,1,12-01-2023,10:04:22
EDMO6782,East Deck Motor A Coolant Level,L,1,12-01-2023,10:04:23
EDMO6783,East Deck Motor B Coolant Level,HH,0,12-01-2023,10:04:24
EDMO6782,East Deck Motor A Coolant Level,H,1,12-01-2023,10:04:26
EDSD6636,East Deck Smoke Detector,HH,1,12-01-2023,10:04:27
EDMO6782,East Deck Motor A Coolant Level,HH,1,12-01-2023,10:04:29
LDSD6635,Lower Deck Smoke Detector,HH,0,12-01-2023,10:04:32
EDHV4564,East Deck HVAC A,H,0,12-01-2023,10:06:13
EDMO6783,East Deck Motor B Coolant Level,H,1,12-01-2023,10:06:18
EDMO6782,East Deck Motor A Coolant Level,L,1,12-01-2023,10:06:21
EDFD6537,East Deck Fire Detector ,HH,0,12-01-2023,10:06:26
EDSD6636,East Deck Smoke Detector,HH,0,12-01-2023,10:06:28
EDMO6783,East Deck Motor B Coolant Level,LL,0,12-01-2023,10:06:30
EDSD6637,East Deck Smoke Detector,HH,0,12-01-2023,10:06:32
EDFD6537,East Deck Fire Detector ,HH,1,12-01-2023,10:06:34
EDMO6782,East Deck Motor A Coolant Level,H,1,12-01-2023,10:06:36
EDSD6636,East Deck Smoke Detector,HH,0,12-01-2023,11:47:39
EDHV4565,East Deck HVAC B,H,0,12-01-2023,11:47:42
EDHV4564,East Deck HVAC A,H,0,12-01-2023,11:57:30
EDHV4564,East Deck HVAC A,H,1,12-01-2023,11:58:46
EDMO6782,East Deck Motor A Coolant Level,L,0,12-01-2023,11:59:07
EDMO6782,East Deck Motor A Coolant Level,HH,0,12-01-2023,11:59:11
EDHV4564,East Deck HVAC A,H,0,12-01-2023,11:59:28
EDMO6783,East Deck Motor B Coolant Level,L,0,12-01-2023,11:59:29
EDFD6537,East Deck Fire Detector ,HH,1,12-01-2023,11:59:32
LDSD6635,Lower Deck Smoke Detector,HH,1,12-01-2023,12:00:48
EDMO6783,East Deck Motor B Coolant Level,H,1,12-01-2023,12:00:52
EDFD6537,East Deck Fire Detector ,HH,1,12-01-2023,12:00:54
EDMO6783,East Deck Motor B Coolant Level,L,0,12-01-2023,12:01:59
EDMO6782,East Deck Motor A Coolant Level,H,1,12-01-2023,12:03:04
