TagNO,Description,Trip Level,High/Low,Date,Time
EDFD6516,East Deck Fire Detector ,HH,1,24-01-2023,09:23:49
EDFD6517,East Deck Fire Detector ,HH,0,24-01-2023,09:23:54
EDSD6616,East Deck Smoke Detector,HH,1,24-01-2023,09:23:59
EDSD6617,East Deck Smoke Detector,HH,1,24-01-2023,09:24:04
EDHV4564,East Deck HVAC A,HH,0,24-01-2023,09:24:09
EDHV4565,East Deck HVAC B,HH,0,24-01-2023,09:24:14
EDMO6781,East Deck Motor A Coolant Level,HH,0,24-01-2023,09:24:19
EDMO6781,East Deck Motor B Coolant Level,HH,0,24-01-2023,09:24:24
LDHV4561,Lower Deck HVAC A,HH,0,24-01-2023,09:24:29
EDFD6516,East Deck Fire Detector ,HH,1,24-01-2023,13:48:23
EDFD6517,East Deck Fire Detector ,HH,1,24-01-2023,13:48:28
EDFD6516,East Deck Fire Detector ,HH,0,24-01-2023,13:50:03
EDFD6517,East Deck Fire Detector ,HH,0,24-01-2023,13:50:08
EDSD6616,East Deck Smoke Detector,HH,0,24-01-2023,13:50:13
EDSD6617,East Deck Smoke Detector,HH,0,24-01-2023,13:50:18
EDHV4564,East Deck HVAC A,HH,1,24-01-2023,13:50:23
EDHV4565,East Deck HVAC B,HH,0,24-01-2023,13:50:28
EDFD6516,East Deck Fire Detector ,HH,0,24-01-2023,14:46:51
EDFD6517,East Deck Fire Detector ,HH,0,24-01-2023,14:46:56
EDSD6616,East Deck Smoke Detector,HH,1,24-01-2023,14:47:01
EDSD6617,East Deck Smoke Detector,HH,1,24-01-2023,14:47:06
EDHV4564,East Deck HVAC A,HH,1,24-01-2023,14:47:11
EDHV4565,East Deck HVAC B,HH,0,24-01-2023,14:47:16
EDMO6781,East Deck Motor A Coolant Level,HH,1,24-01-2023,14:47:21
EDMO6781,East Deck Motor B Coolant Level,HH,0,24-01-2023,14:47:26
LDLT1301,Lower Deck Level Transmitter Vessel2,H,0,24-01-2023,14:48:07
LDLT1301,Lower Deck Level Transmitter Vessel2,LL,0,24-01-2023,14:48:12
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,1,24-01-2023,14:48:14
LDPT2003,Lower Deck Pressure Transmitter Valve4,L,0,24-01-2023,14:48:16
LDTT2103,Lower Deck Temperature Sensor Valve4,H,0,24-01-2023,14:48:17
LDTT1100,Lower Deck Temperature Sensor Vessel1,H,0,24-01-2023,14:48:18
LDTT2101,Lower Deck Temperature Sensor Valve2,HH,1,24-01-2023,14:48:22
LDTT1101,Lower Deck Temperature sensor Vessel2,LL,1,24-01-2023,14:48:23
LDPT2002,Lower Deck Pressure Transmitter Valve3,LL,0,24-01-2023,14:48:25
LDTT1101,Lower Deck Temperature sensor Vessel2,H,1,24-01-2023,14:48:27
LDTT2100,Lower Deck Temperature Sensor Valve1,HH,0,24-01-2023,14:48:30
LDPT1000,Lower Deck Pressure Transmitter Vessel1,LL,0,24-01-2023,14:48:32
LDTT2101,Lower Deck Temperature Sensor Valve2,L,0,24-01-2023,14:48:34
LDPT2003,Lower Deck Pressure Transmitter Valve4,L,0,24-01-2023,14:48:39
LDLT1300,Lower Deck Level Transmitter Vessel1,LL,1,24-01-2023,14:48:41
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,1,24-01-2023,14:48:42
LDTT2103,Lower Deck Temperature Sensor Valve4,L,1,24-01-2023,14:48:47
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,LL,1,24-01-2023,14:48:48
LDTT2102,Lower Deck Temperature Sensor Valve3,HH,0,24-01-2023,14:48:49
LDLT1300,Lower Deck Level Transmitter Vessel1,LL,0,24-01-2023,14:48:54
LDTT2102,Lower Deck Temperature Sensor Valve3,H,1,24-01-2023,14:48:56
LDLT1300,Lower Deck Level Transmitter Vessel1,HH,1,24-01-2023,14:49:01
LDPT2003,Lower Deck Pressure Transmitter Valve4,L,1,24-01-2023,14:49:06
LDPT2002,Lower Deck Pressure Transmitter Valve3,H,1,24-01-2023,14:49:10
